,event_id,user_id,timestamp,event_name,session_id,week_of_year,month_of_year
97,98,441,2024-10-26,feature_X_used,5a7e7b07-2ab0-44d6-a795-b19d3d2589e4,43,10
98,99,459,2024-07-30,feature_X_used,e26c9369-6a39-4c9e-87cf-e6b365c59cde,31,7
99,100,88,2024-03-08,feature_X_used,a911dfe4-dfa1-4f63-a205-51c8d4de307e,10,3
100,101,420,2025-12-30,report_generated,ff44d1bb-0f77-4a2b-8c50-84c5b2ab4898,1,12
101,102,6,2025-02-18,export_clicked,547de7ac-9e11-40d8-94dd-8f57d1a962a2,8,2
102,103,357,2025-09-07,login,4e186138-12c6-46a7-95f6-6a2b134b506d,36,9
103,104,426,2024-09-11,data_upload,c8743079-f2d5-41d9-a621-159402c4c229,37,9
104,105,140,2025-10-16,export_clicked,eb6d0fe5-3059-423a-8e49-a5f76b26205c,42,10
105,106,207,2025-07-05,settings_update,20ac93ae-1cb0-4357-98bf-1bb113599e6b,27,7
106,107,458,2024-04-12,report_generated,c63ec9d9-b99a-4cba-a2d8-9ee4165fb683,15,4
107,108,384,2025-06-24,export_clicked,ffbc0de9-29ae-4017-9f68-3842d422561d,26,6
108,109,203,2024-06-24,settings_update,6bc70ce3-ef38-43cb-b8c7-d27e4de79f9b,26,6
109,110,287,2024-11-04,export_clicked,4d1f9177-0dbf-4737-822c-fedc551106fa,45,11
110,111,290,2025-04-26,feature_X_used,b1ab3a17-6a36-4f5e-acfb-8dd9ce639ae3,17,4
111,112,272,2025-11-22,login,812320e8-fd6e-4014-add8-f5b4f50568ad,47,11
112,113,420,2025-12-30,login,cd9c63ad-acb1-4acb-ac74-c806c99e0fb6,1,12
113,114,399,2025-05-29,export_clicked,746161d5-0392-447e-9f59-5e991fa10540,22,5
114,115,340,2025-06-19,feature_X_used,7810ed78-934e-4bde-8ee8-48f0923085fb,25,6
115,116,300,2025-05-12,report_generated,ae99aefd-e8fd-43b7-8b8b-7f872ed079f3,20,5
116,117,199,2024-03-27,feature_X_used,2b3f62ca-2848-4787-9085-9a55012f9266,13,3
117,118,269,2024-02-02,settings_update,253c29c0-e1a7-459c-8753-8c7673f50b26,5,2
118,119,76,2025-11-09,feature_X_used,0f1568e3-5d49-43c4-8230-8898774ebaf3,45,11
119,120,420,2025-12-30,settings_update,e3e75d0d-ffc6-4b0d-bbca-e86c8bba7be8,1,12
120,121,224,2025-04-06,data_upload,3d1ef73c-a240-4273-a621-4c12f9c81c11,14,4
121,122,259,2024-07-25,settings_update,0c2cc57c-575f-45a2-a2e7-1ab41460668f,30,7
122,123,236,2025-01-10,login,715b638c-622f-4910-8b0f-83121abb75a5,2,1
123,124,347,2025-11-05,export_clicked,562b5fad-6b20-47f0-9e83-8487347ca770,45,11
124,125,241,2024-12-20,login,61f522a1-7858-4fab-984a-875666fd0045,51,12
125,126,96,2025-04-03,report_generated,4d763268-8043-44d9-98c8-c4ee65e660fc,14,4
126,127,261,2025-12-06,login,a4de6bcd-9270-4a10-927c-c5c19ce1f7e2,49,12
127,128,11,2024-04-22,login,bb6ad15e-8244-4677-8ab9-ddac745b7f4c,17,4
128,129,83,2025-12-27,settings_update,176f68ce-6123-447b-b0bc-4dc38f381a51,52,12
129,130,298,2024-07-03,export_clicked,3b235c4a-5fbb-48ce-9291-136551d5c54e,27,7
130,131,132,2025-05-24,data_upload,f06f7079-aea6-4875-b8b9-46f1a6318048,21,5
131,132,228,2025-08-29,report_generated,ee88a23b-10e6-4584-8c80-1ff0a85691a2,35,8
132,133,188,2025-07-07,login,5d71ba22-3b5a-441c-b0a5-33f1133559dd,28,7
133,134,120,2025-05-22,settings_update,3fcb63f9-ad76-4f0d-a659-b0b152dda8fe,21,5
134,135,453,2025-10-06,report_generated,80b49836-5db6-4133-8da9-c449c568b04c,41,10
135,136,478,2024-09-16,settings_update,b075e295-55e2-43b4-a97d-4943b0938050,38,9
136,137,128,2025-03-29,login,743431bf-66f5-4ced-bf95-4535113b7699,13,3
137,138,279,2025-12-07,dashboard_view,933af135-f647-47d9-8b77-cb1d3b3acb91,49,12
138,139,165,2025-04-04,login,7c35a709-5db5-4443-adc4-1f3c21c23b87,14,4
139,140,458,2024-04-13,report_generated,bbd3d739-6dec-420e-b686-b7ed004445b6,15,4
140,141,307,2025-09-29,settings_update,2eb4800b-8c9a-4370-84a1-a7e3ede156b7,40,9
141,142,288,2025-11-28,login,d2daa32e-2f90-47c9-bd14-f147e673052f,48,11
142,143,52,2024-08-05,data_upload,64051e7f-0dcd-4162-ba14-ab53fd064795,32,8
143,144,447,2024-11-15,report_generated,b7414dde-2eca-4f39-b788-30746cf52f14,46,11
144,145,384,2025-06-11,report_generated,fe52a3f0-75b1-481f-9457-319e9f83884d,24,6
145,146,81,2024-07-08,settings_update,b382975d-00c6-41f5-8347-a5a1d8ed146c,28,7
146,147,108,2025-04-17,settings_update,7f6eedbb-5dc4-4a4c-98a1-47e3cab64206,16,4
147,148,481,2024-11-06,export_clicked,edc7741e-dbbe-4cc1-86a9-a3daca1fd734,45,11
148,149,285,2024-06-08,export_clicked,61e2a7da-46a7-41a4-a03c-576c7b2402a5,23,6
149,150,301,2025-01-28,report_generated,37d43afb-6b37-407e-ab64-cbc8901da073,5,1
150,151,292,2025-02-25,data_upload,5cb7ad14-c60a-4440-b48c-ca71c2c384ad,9,2
151,152,57,2025-12-13,export_clicked,5d3122a0-4464-443a-a0fe-1da92a274a42,50,12
152,153,350,2025-09-12,export_clicked,d3dda6d2-f26c-425f-8a79-618b0e903a2d,37,9
153,154,260,2025-07-18,data_upload,ad13af5d-177d-4959-9575-fe36733bf216,29,7
154,155,160,2025-10-19,export_clicked,430a0bdf-2cb6-46aa-8823-cc1027112f26,42,10
155,156,279,2025-11-27,report_generated,f3c036d8-afd4-4298-99a8-c525bd091c69,48,11
156,157,422,2024-06-02,dashboard_view,d39e89e2-2933-4bb3-95e7-14ff0e5be597,22,6
157,158,495,2025-12-24,export_clicked,634f6a05-0c8a-4001-bf19-8f5d720c562d,52,12
158,159,223,2025-12-13,feature_X_used,a18ae96e-5498-484a-abf1-0d5c196f62fc,50,12
159,160,126,2024-01-27,export_clicked,c8b7709a-5f53-4db2-a1f7-0adb8a34fd70,4,1
160,161,336,2025-12-20,export_clicked,59ad1163-41e8-4316-9c13-20dbb4a5eb4e,51,12
161,162,360,2025-01-05,settings_update,7c649578-9808-4e93-b28b-7d3e59a70898,1,1
162,163,277,2025-02-17,export_clicked,197bf2be-fc2f-484c-a921-cf43886494f7,8,2
163,164,286,2024-11-04,report_generated,356720c5-039b-4038-9f4d-44da1a307afc,45,11
164,165,420,2025-12-30,login,89ef4b65-54c3-4a16-8c5e-22cfa2c726f8,1,12
165,166,182,2025-12-16,login,79134998-08d9-498c-bde6-8c0424d5ba9c,51,12
166,167,211,2024-11-07,dashboard_view,b6d7d18c-6bb6-469e-9439-ec2223b467ac,45,11
167,168,428,2025-02-25,settings_update,67a11ff6-4021-4aac-a771-4290fd10b502,9,2
168,169,39,2025-11-16,data_upload,d107a5e5-9c58-491a-b511-79e6c18ad269,46,11
169,170,120,2025-06-14,dashboard_view,2bb6d8a5-38f1-4182-bc92-4d152636cbe8,24,6
170,171,472,2025-10-05,login,9e5d6980-1dc8-4f49-bad3-bd0e42d2e42a,40,10
171,172,71,2025-07-20,export_clicked,9b362a12-90af-4f2b-9204-749179979fcf,29,7
172,173,435,2025-08-01,settings_update,21673158-0a3a-428a-9620-2fe407071f22,31,8
173,174,371,2025-04-01,report_generated,0f4a656a-2e95-48a8-a01e-84571f2084e1,14,4
174,175,6,2025-02-13,settings_update,d3daea21-d344-423e-af4d-76dcc32cb369,7,2
175,176,256,2024-10-27,settings_update,08765366-a44a-478f-ad15-f2e1703a34f9,43,10
176,177,439,2025-07-09,report_generated,5ba1572f-5761-4d64-830b-0cb425b19f10,28,7
177,178,415,2025-05-01,feature_X_used,fe1f5935-4744-472c-9260-a9803778fd19,18,5
178,179,63,2025-07-07,login,ffb33564-253f-4dcc-ad88-ddad9be42905,28,7
179,180,448,2025-12-15,settings_update,d4bee4be-f717-4e6f-960f-824c713c412b,51,12
180,181,6,2025-02-01,settings_update,7954a567-9073-4551-8604-ed97f9910fc4,5,2
181,182,241,2024-09-01,report_generated,61ab10ba-a59d-48c6-971a-de5613d04256,35,9
182,183,464,2024-12-31,report_generated,88508898-497c-4e61-8c55-33d04d8ed646,1,12
183,184,395,2024-08-21,feature_X_used,0d34349e-81ed-4e40-973b-3447a7aede24,34,8
184,185,345,2025-01-09,export_clicked,352b493d-9c7d-4244-bd18-5bc32829125a,2,1
185,186,309,2025-08-03,login,3a500405-ee80-4958-b128-26df4a9601b2,31,8
186,187,160,2025-10-02,login,fef229b1-c35f-4398-ae72-8f68f4a8cb4e,40,10
187,188,341,2025-09-28,settings_update,25e9c125-b0f6-44aa-b45c-5731c6463938,39,9
188,189,495,2025-12-25,data_upload,53f3e215-3b34-42f8-b8e9-539de708dbf6,52,12
189,190,189,2025-12-10,feature_X_used,7f9dabd2-a559-4cd1-a38e-a803651d699e,50,12
190,191,165,2025-05-04,dashboard_view,e170d552-cc83-442c-b9ca-7f046871aee2,18,5
191,192,167,2024-09-06,dashboard_view,97a269ad-839b-493b-88fd-3bd11c98daa4,36,9
192,193,446,2024-05-10,dashboard_view,3455e814-8207-4bd8-aed9-a10ff774e006,19,5
193,194,296,2025-01-09,settings_update,aa1a66bb-3a88-4590-a89d-d698ae126694,2,1
194,195,382,2024-05-27,dashboard_view,6eeb771a-0238-4e72-8d19-1853f7734eb1,22,5
195,196,126,2024-01-13,login,d239b2d5-9b6c-4527-9d8b-128aeaec3da5,2,1
196,197,475,2025-11-03,feature_X_used,671c214a-fea5-41b4-b4a2-6442513c7f0c,45,11
197,198,476,2025-11-22,export_clicked,cbaa1186-73bc-412f-bb02-ed1c4cf377ea,47,11
198,199,439,2025-06-17,data_upload,69e21c42-79d2-45bd-95d2-99b872017c69,25,6
199,200,89,2025-07-23,data_upload,8a006a4b-6efd-4f0d-b2bf-3b8705b84252,30,7
200,201,443,2024-09-30,feature_X_used,4deb42c1-d3ea-4bd7-9dbf-7c9c06c876d9,40,9
201,202,384,2025-06-21,report_generated,df64ef69-b273-406d-901c-9837be722381,25,6
202,203,120,2025-05-20,login,0588a461-9ee7-44de-8b53-ad1bb65c9be2,21,5
203,204,445,2025-01-12,dashboard_view,be3b5a29-9aba-4d18-b65d-dace64292210,2,1
204,205,71,2025-07-03,dashboard_view,051cf9ec-2ad0-4423-b159-7d1a622f58a3,27,7
205,206,346,2024-10-16,data_upload,688390b7-5a70-46eb-871e-6c415f845d7f,42,10
206,207,205,2024-11-26,feature_X_used,0126e611-e85b-4129-8e56-a169e7b72fc0,48,11
207,208,26,2024-01-17,feature_X_used,f0bff8da-def1-4fc9-8157-f5bf84df4917,3,1
208,209,331,2024-09-25,login,7787a54b-d266-4a66-a3d4-41df11ee42f6,39,9
209,210,241,2024-08-01,dashboard_view,dd220b41-653c-47c2-b216-eb46db242e7f,31,8
210,211,20,2024-05-20,login,22466d7c-a8d0-4f19-a33d-57a254c5cb2c,21,5
211,212,316,2025-01-24,settings_update,9bf602a0-7ac3-43b8-be7c-53139f0f13f8,4,1
212,213,439,2025-07-01,report_generated,dbbc8d26-0ea8-4a89-889c-729212db1aab,27,7
213,214,345,2024-10-22,report_generated,1cdefdd9-f250-4605-8ca7-144f91afb30e,43,10
214,215,53,2025-01-02,dashboard_view,bca15c9e-c2de-46bb-9475-f4d2ead0dac6,1,1
215,216,267,2025-09-13,dashboard_view,bf4ea2dd-dba7-4399-89e8-8d95d7cb8583,37,9
216,217,175,2024-09-09,login,c56a40c8-d8f8-4119-bf8a-affa87c6dacf,37,9
217,218,82,2024-04-18,dashboard_view,7f909d55-b202-4abc-979e-cf2ce307f6a3,16,4
218,219,236,2025-01-03,report_generated,f6097a03-fa4d-4295-8ed8-64a8823a1b58,1,1
219,220,298,2024-08-18,settings_update,9737a6e7-3d3b-43b6-82c2-5e2fd164d01b,33,8
220,221,306,2024-07-25,feature_X_used,43df50c2-79a9-433e-975d-312a239bf2f9,30,7
221,222,396,2024-03-15,report_generated,45fa60eb-d224-4418-932c-ae5d51fdcb43,11,3
222,223,262,2025-12-18,login,82dd9dc5-0b7b-4cb1-aeab-b9f5878a166b,51,12
223,224,170,2024-09-28,report_generated,30340b4c-0a36-4f19-8c10-af50940d8be5,39,9
224,225,229,2024-09-23,export_clicked,f6cc735a-49fe-4688-8706-fbdc3db085f9,39,9
225,226,46,2025-09-10,export_clicked,ebdd022c-2d31-400f-8af3-8ed1d14f776a,37,9
226,227,194,2025-09-25,dashboard_view,09b48547-5b7d-4b0f-becb-5c62d6ddeff5,39,9
227,228,290,2025-03-11,dashboard_view,4dedf20c-a6c8-47e6-813e-61e232543f52,11,3
228,229,412,2024-07-04,login,9a28f1cb-ddc2-4959-8e8e-b49b569e889f,27,7
229,230,129,2025-01-18,report_generated,9d07ba47-efe9-4ddb-b19a-3d252fb041ba,3,1
230,231,313,2025-12-28,export_clicked,7823df40-b09b-42b3-ad0f-71f92aa5382d,52,12
231,232,348,2025-08-16,dashboard_view,aedb0da3-1228-4b11-bee8-3faa07846574,33,8
232,233,305,2024-09-11,report_generated,8ce9f6c7-e240-4846-9083-33f77416516d,37,9
233,234,72,2024-06-19,dashboard_view,371cf100-1752-4c1a-9122-6647a8028e01,25,6
234,235,300,2025-04-06,data_upload,3ced6557-23ef-4ab5-b331-88456cdf8d18,14,4
235,236,189,2025-11-19,settings_update,b691c79c-2cd4-4bd7-9049-dac5c6429a73,47,11
236,237,395,2024-09-02,report_generated,ae784832-e5c6-4307-af01-489ea9c4029a,36,9
237,238,143,2025-11-28,report_generated,d55fdb69-b6c5-4a8f-860a-52359e2a9005,48,11
238,239,38,2025-01-23,export_clicked,895e882a-b9cc-4c51-84b5-f89eb3e6bf30,4,1
239,240,489,2024-04-05,export_clicked,1e7d6674-3cf1-4bc2-97db-c266817324b0,14,4
240,241,228,2025-10-02,settings_update,2ed37573-8dcf-4eda-8a30-3eef0afc121c,40,10
241,242,165,2025-10-18,login,c552321b-3067-477e-9eec-0aedf9b07090,42,10
242,243,308,2025-11-21,feature_X_used,08adbbcc-91b6-4913-a9a1-66c30e2135ed,47,11
243,244,71,2025-07-10,feature_X_used,97a06d90-1209-4aae-8f7f-fbabbc8760bb,28,7
244,245,304,2025-04-22,export_clicked,68f7174d-b842-41c6-b2f9-9c4a01a37737,17,4
245,246,280,2025-03-08,data_upload,7afe3a32-9b8e-480c-847e-f3fc789b8cc9,10,3
246,247,405,2025-01-22,login,5758e50b-2669-48d3-a573-bd1415c1da7d,4,1
247,248,299,2025-04-02,feature_X_used,62536744-6125-4460-86f8-d71fe396beb0,14,4
248,249,471,2024-04-08,export_clicked,8ce75d34-5832-428c-858d-2bde528908ea,15,4
249,250,221,2024-09-27,feature_X_used,89796c00-e282-4f85-97e8-d61b69a66fab,39,9
250,251,156,2024-05-01,export_clicked,f09a9866-507a-47e3-b1bc-dd4b1f8bc26f,18,5
251,252,147,2024-03-19,feature_X_used,dec49569-c724-43fc-9fa7-236fa3081b03,12,3
252,253,165,2025-05-31,feature_X_used,5da7b63c-07bc-43b9-a2dc-f78986442c0a,22,5
253,254,417,2024-11-10,data_upload,a6c71339-4d1a-4c4e-871c-f92ebcd17b2b,45,11
254,255,150,2025-07-15,settings_update,62fe0ab2-a255-47c9-8a84-38692dc29e45,29,7
255,256,338,2025-01-10,dashboard_view,8231dd29-2ff5-4a5e-a2ef-3abe59da7e5e,2,1
256,257,280,2025-03-08,report_generated,5da32e2e-b6d0-4aca-bd2e-cfcb8204fd48,10,3
257,258,414,2024-11-02,settings_update,1cb579e6-c41e-406c-abf7-337e87f3a73f,44,11
258,259,491,2024-11-08,export_clicked,2132fb75-4f9a-4ac0-9662-c8ab9638c395,45,11
259,260,155,2025-09-10,login,738aeabb-0024-4871-8eb6-b77ca2dbe93e,37,9
260,261,483,2025-03-16,export_clicked,2f848bd7-cd5f-44a6-88a5-0f89ed481679,11,3
261,262,362,2025-03-11,export_clicked,51911739-5bde-4797-8d73-7e7fe4f9bb3d,11,3
262,263,123,2024-11-25,login,4db484c3-67f4-4f88-a7b7-d0bd7a89c9c4,48,11
263,264,500,2025-08-04,feature_X_used,16614600-37b1-4337-938c-daabfb4b2aab,32,8
264,265,427,2024-01-25,export_clicked,32847b3a-ae07-45b4-a85e-0f20a840e554,4,1
265,266,161,2025-06-06,report_generated,7274791f-d2a4-411b-822d-7058d2ad2f6a,23,6
266,267,366,2025-08-02,feature_X_used,fcf1e79e-b2fd-4381-bbd3-c650bc35ef34,31,8
267,268,28,2024-10-30,data_upload,73f1b726-4ef8-4b4a-990b-0841d60cc046,44,10
268,269,301,2025-01-28,report_generated,30a46e29-0fc7-4a00-80ca-7c0928224bc9,5,1
269,270,128,2025-04-04,dashboard_view,425d7fc0-b3b7-4802-ba3a-14291de45fe2,14,4
270,271,47,2025-01-23,export_clicked,fff1d76d-d3e3-4aa8-bedb-46a8c7894ba1,4,1
271,272,76,2025-11-10,report_generated,6b729fb2-3c0e-4f91-b915-51c4443b2f33,46,11
272,273,122,2024-02-05,export_clicked,2cc7fa6b-3452-4558-b6bc-5b55711ab4da,6,2
273,274,98,2024-10-28,report_generated,9f97275e-0995-4270-a81b-5bd2e566c259,44,10
274,275,376,2025-04-06,export_clicked,c8a3b1b4-bcde-44dc-8ce3-82cf493674c5,14,4
275,276,310,2025-08-21,feature_X_used,b9d8e3c5-b65f-45ec-8d33-603406f0206d,34,8
276,277,102,2024-05-26,login,6d41400d-1c56-44c2-ad59-f21f4c217e93,21,5
277,278,224,2025-03-15,feature_X_used,dff7e4cd-a43b-4289-8bbb-4ac098bfba94,11,3
278,279,470,2025-11-25,login,f658b3a1-f12e-43fa-97ff-d1634d2f3575,48,11
279,280,25,2025-12-04,login,b09aa7f4-3803-4fa1-ac52-baae178cd2a6,49,12
280,281,384,2025-06-23,feature_X_used,31f0fb6b-7b6e-44bd-a7a0-1cabee0b5b3d,26,6
281,282,30,2025-05-15,login,c273af48-adea-4849-a6f0-6a26b86f8868,20,5
